Filing Name,Extracted Arguments from ToC,Conclusion,URL,proper_extraction,classification,salience-rating,annotator-uni
scotus_filing_37229,"I. 
THE EXACTING SCRUTINY STANDARD 
AS 
DEFINED BY THE NAACP COURT APPLIES TO 
ASSOCIATIONAL PRIVACY 
IN 501(C)(3) 
ORGANIZATIONS
A. The Proper Definition of Exacting Scru-
tiny in the Non-Electoral Context 
B. The Ninth Circuit Erred in Failing to 
Apply This Court’s NAACP Standard for 
Exacting Scrutiny 
C. The Ninth Circuit’s Error Has Effects 
Far Beyond California 
II. CALIFORNIA’S PROHIBITION ON THE PUBLIC 
DISCLOSURE OF SCHEDULE B INFORMATION 
IS INADEQUATE TO PREVENT FIRST AMEND-
MENT HARM 
A. California Law Lacks Civil or Criminal 
Sanctions for Violation 
B. Fear of Government Reprisal Chills 
Speech Even in the Absence of Public 
Disclosure.
III. MODERN 
TECHNOLOGY 
INCREASES 
THE 
CHILLING EFFECT OF CALIFORNIA’S POLICY ","CONCLUSION 
For the reasons stated above, the decision of the 
United States Court of Appeals for Ninth Circuit 
should be reversed. 
 
Respectfully submitted, 
JAY R. CARSON 
  COUNSEL OF RECORD 
ROBERT ALT 
THE BUCKEYE INSTITUTE 
88 EAST BROAD ST., SUITE 1300 
COLUMBUS, OH 43215 
(614) 224-4422 
J.CARSON@WEGMANLAW.COM 
 
COUNSEL FOR AMICI CURIAE",http://www.supremecourt.gov/DocketPDF/19/19-251/170548/20210301162005635_Buckeye%20Main%20Document%20E%20FILE%20Mar%201%202021.pdf,True,Reverse,5.0,jh4392
scotus_filing_37235,"I. 
Nonpublic reporting requirements are sub-
ject to exacting scrutiny, not strict scrutiny
II.  Petitioners’ facial challenges to the Sched-
ule B requirement fail 
A. California’s requirement is substan-
tially related to the State’s regulatory 
and law enforcement interests
B. Petitioners failed to demonstrate a sig-
nificant burden on First Amendment 
rights
C. Petitioners’ arguments concerning the 
fit between the requirement and the 
State’s interests are unpersuasive
III. Neither petitioner is entitled to an as-ap-
plied exemption on this record ","CONCLUSION 
The judgment of the court of appeals should be af-
firmed.  
 
Respectfully submitted, 
MATTHEW RODRIQUEZ 
Acting Attorney General 
  of California 
MICHAEL J. MONGAN 
Solicitor General 
TAMAR PACHTE",http://www.supremecourt.gov/DocketPDF/19/19-251/172982/20210325141442657_19%20251%2019%20255%20Brief%20on%20the%20Merits.pdf,True,Affirmed,5.0,jh4392
scotus_filing_37245,"I. 
This Court’s decisions require that donor-
disclosure requirements be substantially related 
to an interest sufficient to justify the burden 
imposed on First Amendment freedoms.
II. California’s reporting requirements impose little 
burden on associational rights in the vast 
majority of their applications.
III. The challengers have not shown a reasonable 
probability that California’s requirements will 
adversely affect them or their supporters. ","CONCLUSION 
This Court should affirm the judgment of the court 
of appeals. 
Respectfully submitted, 
SCOTT L. NELSON 
  Counsel of Record 
ALLISON M. ZIEVE 
PUBLIC CITIZEN LITIGATION 
  GROUP  
1600 20th Street NW 
Washington, DC 20009 
(202) 588-1000 
snelson@citizen.org 
Attorneys for Amici Curiae 
March 2021",http://www.supremecourt.gov/DocketPDF/19/19-251/173539/20210331145344824_19-251%20bsac%20Public%20Citizen.pdf,True,Affirm,5.0,jh4392
scotus_filing_37255,"I. PETITIONERS’ THEORY OF ASSOCIATIONAL 
INJURY IS BASED ON EXTRAPOLATION AND 
CONJECTURE, NOT ANY ACTUAL BURDEN ON 
FIRST AMENDMENT RIGHTS .
A. The challenged reporting requirement  
is not a public disclosure law .
B. Even if the possibility of public disclosure 
is credited, the information subject to 
Schedule B reporting is minimal and any 
First Amendment harm remains “highly 
speculative.” .
C. There is no evidence of significant donor 
attrition or “chill.” .
D. Requiring charities to confidentially  
report their major donors to state tax  
authorities does not categorically impose 
“severe burdens on free association.” .
II. ANY FIRST AMENDMENT BURDENS HERE ARE 
MINIMAL, SO STRICT SCRUTINY REVIEW—OR 
ITS EQUIVALENT—IS NOT WARRANTED . 
A. Disclosure laws are subject to exacting 
scrutiny and “substantial relation” review .
ii 
 
B. Petitioners ignore that the standard of  
review is calibrated to the severity of the 
First Amendment injury .
C. That electoral disclosure is distinguish-
able does not bolster petitioners’ case for 
strict scrutiny .
D. The “substantial relation” standard does 
not require a least-restrictive-means test 
III. PETITIONERS DEMAND UNDULY SWEEPING 
REMEDIES FOR THEIR CLAIMED FIRST 
AMENDMENT INJURIES
A. This case presents no opportunity for the 
Court to address public disclosure
B. Petitioners’ particularized argument is 
best addressed narrowly and does not 
support facial relief 
C. Petitioners concede that not every collec-
tion of donor identifying information 
warrants strict scrutiny","CONCLUSION 
The judgment of the court of appeals should be af-
firmed. 
 
 
 
Respectfully submitted, 
PAUL M. SMITH 
   Counsel of Record 
TARA MALLOY  
MEGAN P. MCALLEN 
CAMPAIGN LEGAL CENTER 
1101 14th St. NW, Suite 400 
Washington, DC 20005 
(202) 736-2200 
psmith@campaignlegal.org 
 
STUART C. MCPHAIL  
ADAM J. RAPPAPORT  
CITIZENS FOR RESPONSIBILITY 
AND ETHICS IN WASHINGTON 
1101 K St. NW, Suite 201 
Washingt",http://www.supremecourt.gov/DocketPDF/19/19-251/175665/20210414115123856_AFP%20Amicus_For%20Refiling.pdf,True,Affirmed,5.0,jh4392
scotus_filing_37297,"
I.   This Court Should Grant Review to Pre-
vent Its Sui Generis Campaign-Finance 
Jurisprudence from Undermining First 
Amendment Protection in Other Areas of 
the Law .

 II.   The Ninth Circuit’s Ruling Conflicts with 
This Court’s Repeated Recognition That 
Compelled Disclosure Is Necessarily Chilling .

A.   This Court Has Long Protected Pri-
vate Association from Compelled Dis-
closure .
B.   The Ninth Circuit’s Decision Below 
Conflicts with This Precedent .
 III.   The Ninth Circuit Applied the Wrong 
Level of Scrutiny Because of the Multiplic-
ity of Tests Called “Exacting Scrutiny” .
A.   Strict Scrutiny Applies to Burdens on 
Charitable Solicitation .
B.   The Ninth Circuit Applied Intermedi-
ate Scrutiny, in Conflict with This 
Precedent, Because of the Confusing 
and Conflicting Labels This Court Has 
Applied to Its Tests","CONCLUSION 
 
For the reasons stated above, this Court should 
grant the petition for certiorari. 
Respectfully submitted, 
PAUL M. SHERMAN 
INSTITUTE FOR JUSTICE 
901 North Glebe Road, 
 Suite 900 
Arlington, VA 22203 
Tel: (703) 682-9320 
psherman@ij.org 
Counsel for Amicus Curiae 
 Institute for Justice 
 
“increas[ing] [his] investigative efficiency,” see Pet’r’s App. 19a, 
but, as this Court has noted, “the First Amendment does not per-
mit the State to sacrifice speech for efficiency,” Riley, 487 U.S. at 
795.",http://www.supremecourt.gov/DocketPDF/19/19-255/116791/20190924130040915_Brief%20of%20Amicus%20Curiae%20Institute%20for%20Justice%20in%20Support%20of%20Petitioners.pdf,True,Grant,4.0,jh4392
scotus_filing_37300,"I. 
The “Civic Courage” Required to Exercise 
First Amendment Rights Affecting the 
Integrity of the Legislative Process and the 
Election of Public Officials Is Not a Burden 
Imposed Upon Charities and Their Donors.
II. 
The Internet Has Created New Ways to 
Inflict Serious and Permanent Harm Upon 
Donors That Simply Didn’t Exist in the Days 
of NAACP v. Alabama.
III. Valuable Insight to the Risks of Public 
Disclosure Faced by Donors Can Be Found 
in the Examples of Harm Suffered by Prop 8 
Supporters.
IV. The Public Threats, Harassment, 
Intimidation, and Retaliation Faced by 
Donors of Controversial Organizations Are 
Real, Not Speculative.
1. Vandalism.
2. Death Threats 
3. Physical Violence
ii 
 
4. Destruction of Livelihood
5. Harassment in the Workplace
V. 
The Ninth Circuit Failed to Consider the 
Severe Harm Suffered by Prop 8 Supporters 
in Assessing the Grave Risks of Disclosure 
Facing Petitioners and Their Donors.","CONCLUSION 
The real harms suffered by AFPF and the Law 
Center (as well as amicus Defense Fund) and their 
donors are not unique or isolated. The testimony of 
experts at trial, the shared experiences of other 
charities, and common sense inform the conclusion 
that all nonprofit organizations who maintain 
confidential donor information (especially those that 
engage in controversial public issues, no matter what 
end of the political spectrum) are exposed to the same 
public 
threats, 
harassment, 
intimidation, 
and 
retaliation, much of which is today enabled by 
information technology that wasn’t even imagined at 
the time of NAACP v. Alabama. 
The outcome of this case has real consequences.  It 
is inevitable that people will suffer tangible harm if 
the California Attorney General’s unlawful practice is 
allowed to stand. The petitions for writs of certiorari 
should be granted on this issue of exceptional 
importance.",http://www.supremecourt.gov/DocketPDF/19/19-255/116991/20190925133143392_2019.09.25%20TMLCvB%20CERT%20ABR%20Brief%20of%20Amicus%20Curiae%20Proposition%208%20Legal%20Defense%20Fund%20in%20Support%20of%20Petitioners.pdf,True,Grant,5.0,jh4392
scotus_filing_37309,"I.   The Ability to Make Anonymous Dona-
tions is an Important Vehicle for Encour-
aging Broad-based Civic Participation
A.   The State’s Bulk Collection of Chari-
table Donor Information Threatens 
the Right to Make Anonymous Chari-
table Donations Pursuant to the Dic-
tates of Faith 
B.   The State’s Bulk Collection of Charitable 
Donor Information Deters Anonymous 
Giving for Secular Personal Reasons
C.   The State’s Bulk Collection of Charita-
ble Donor Information Puts Donors to 
Unpopular Social and Political Causes 
at Risk
 II.   The State Has No Compelling Interest in 
the Bulk Collection of Donor Information, 
Particularly Given the Serious Risks of 
Public Disclosure 
 III.   California Has Ample Tools for Ensuring 
Compliance With State Law Without Any 
Need for the Bulk Collection of Donor In-
formation ","CONCLUSION 
 
For the forgoing reasons, amici respectfully re-
quest that this Court grant the petitions for writs of 
certiorari and reverse the judgment of the Ninth Cir-
cuit. 
Respectfully submitted, 
Se",http://www.supremecourt.gov/DocketPDF/19/19-255/117068/20190925154605653_38524%20pdf%20Hong%20II.pdf,True,Grant,3.0,jh4392
scotus_filing_37323,,"CONCLUSION 
The petitions for writs of certiorari should be de-
nied. 
Respectfully submitted, 
XAVIER BECERRA 
Attorney General of California 
MICHAEL J. MONGAN 
Solicitor General 
AIMEE FEINBERG 
Deputy Solicitor General 
TAMAR PACHTER 
Supervising Deputy Attorney  
  General 
JOSE A. ZELIDON-ZEPEDA 
Deputy Attorney General 
 
 
November 25, 2019 
 
 
                                         
364 U.S. at 486, 490 (invalidating compelled disclosure of all or-
ganizational affiliations of all public sc",http://www.supremecourt.gov/DocketPDF/19/19-255/123622/20191125170735992_Brief%20in%20Opposition_FINAL%20FOR%20FILING.pdf,False,Deny,1.0,jh4392
scotus_filing_37430,"I. 
THE FIRST AMENDMENT GUARANTEES NON-
INTERFERENCE IN RELIGIOUS GROUPS’ 
GOVERNANCE AND STRUCTURE.
A. Non-Interference Is A Central Feature 
Of Both Disestablishment And Free 
Exercise.
B. The Court Has Repeatedly Applied 
This Non-Interference Principle.
II. THE MINISTERIAL EXCEPTION ANALYSIS 
SHOULD FOCUS ON THE EMPLOYEE’S 
RELIGIOUS FUNCTIONS.
A. The Ninth Circuit’s Application Of 
Hosanna-Tabor Improperly 
Subordinates A Functional Analysis 
To Formulaic Criteria.
B. Courts Should Defer To A Religious 
Organization’s Good-Faith 
Understanding That Duties Are 
Religiously Important.","CONCLUSION 
For the foregoing reasons, the petitions for writs 
of certiorari should be granted. 
Respectfully submitted, 
 
 
THOMAS H. DUPREE JR. 
   Counsel of Record 
ANDREW G. I. KILBERG 
JASON H. HILBORN 
TRAVIS S. ANDREWS 
GIBSON, DUNN & CRUTCHER LLP 
1050 Connecticut Avenue, N.W. 
Washington, D.C.  20036 
(202) 955-8500 
tdupree@gibsondunn.com 
 
 
Counsel for Amici Curiae 
September 27, 2019",http://www.supremecourt.gov/DocketPDF/19/19-267/117320/20190927142327103_Biel%20Cert-Stage%20Amicus%20Brief%20TO%20FILE.pdf,True,Grant,5.0,jh4392
scotus_filing_37459,"
I. 
Education is a vital church function.
Examining the ministerial exception 
leads to excessive entanglement of 
government with religion .
III. Exempting church employment is the way to avoid the entanglement problems of the ministerial exception 
IV. This step is justified because religious 
liberty is the first and foremost right 
guaranteed by the Constitution.
A.  The Biblical Foundations of Religious Liberty 
B. Medieval and Reformation Foundations of Religious Liberty 
C. The Colonial Foundations of Religious Liberty ","CONCLUSION 
 
Because religious liberty is the first and foremost 
of 
our 
God-given 
rights 
guaranteed 
by 
the 
Constitution, it is entirely appropriate that this 
Court invoke the First Amendment to establish that 
church employment matters are exempt from 
government control.  By so doing, the Court can 
extricate itself from the quagmire of having to 
perpetually examine church doctrine, tradition, and 
polity to determine who is and is not a minister for 
purposes of a ministerial exception. 
 
If the Court is not willing to take that step, the 
Foundation urges the Court to defer to the 
determinations of church authorities that their 
employees are ministers absent compelling reasons to 
the contrary. 
 
 
40 James Madison, Veto Act on Incorporating the Alexandria 
Protestant Episcopal Church (Feb. 21, 1811), available at 
https://millercenter.org/the-presidency/presidential-
speeches/february-21-1811-veto-act-incorporating-alexandria-
protestant. 
41 J. Howard Pew, quoted by Van Til, supra note 20, at 3.",http://www.supremecourt.gov/DocketPDF/19/19-267/132196/20200206125328371_Guadalupe%20amicus%20final.pdf,True,Defer,4.0,jh4392
scotus_filing_37467,"
I.    JUDAISM HAS MANY “MINISTERS” .
 
II.  INDEPENDENCE AND AUTONOMY HAS MARKED THE AMERICAN JEWISH  “MINISTRY” .
 
III. THE POLISH JEWISH COMMUNITY WAS  GIVEN RELIGIOUS AUTONOMY UNTIL 1764 
 
IV. IN 1806 NAPOLEON IMPOSED    
    GOVERNMENTAL CONTROL OVER  FRENCH RELIGIOUS JEWRY .
 
V. THE NINTH CIRCUIT’S STANDARD ENDANGERS THE RELIGIOUS AUTONOMY OF AMERICA’S JEWS ","CONCLUSION 
 
 
For the foregoing reasons, the judgment of the 
Court of Appeals for the Ninth Circuit should be 
reversed and this Court should hold that the First 
Amendment requires a court to defer to a religious 
organization’s good-faith understanding of who 
qualifies as its minister.     
Respectfully submitted, 
Of Counsel 
 
DENNIS RAPPS 
450 Seventh Avenue  
44th Floor 
New York, NY  10123 
(646) 598-7316 
drapps@dennisrappslaw
.com 
NATHAN LEWIN  
     Counsel of Record 
ALYZA D. LEWIN 
LEWIN & LEWIN, LLP 
888 17th Street NW 
4th Floor 
Washington, DC 20006 
(202) 828-1000 
nat@lewinlewin.com 
February 2020 
 
Attorneys for Amici Curiae",http://www.supremecourt.gov/DocketPDF/19/19-267/132328/20200207130206327_39448%20COLPA%20Amicus%20Brief.pdf,True,Affirmed,4.0,jh4392
scotus_filing_37477,"I. 
Catholic School Teachers Are Central to the 
Church’s Ministry .
 
A. Catholic theology animates and guides 
the Church’s school teaching .
 
B. Catholic schools in the United States 
have advanced the Church’s mission for 
over four centuries .
 
C. Lay educators lead the teaching ministry 
of Catholic schools .
 
D. St. James and Our Lady of Guadalupe 
illustrate the indispensable role of lay 
educators in the Catholic school mission .
II. A Function-Centered Test for Ministerial 
Status Honors Constitutional Principles Vital 
to American Catholic Education .
 
A. Religious autonomy and equality demand 
an inclusive approach that does not 
premise ministerial status on formalistic 
factors .
 
B. Given the stakes, the ministerial 
exception requires an approach where 
important religious function suffices ..
ii
 
C. The Ninth Circuit ignored the important 
religious functions of lay Catholic 
teachers to the detriment of the Church 
and those it serves .
III. A Formalistic Approach Also Hurts Minority 
Faiths ","CONCLUSION 
The Ninth Circuit’s approach to the ministerial 
exception would threaten the Catholic Church’s 
educational mission, the constitutional principles 
underlying the exception, and the equal standing of 
minority faiths. For these reasons, NCEA urges this 
Court to reverse. 
 
Respectfully submitted,",http://www.supremecourt.gov/DocketPDF/19/19-267/132498/20200210135246411_19-267%20and%2019-348-tsacNationalCatholicEducationalAssociation.pdf,True,reverse,4.0,jh4392
scotus_filing_37480,"I. 
THE FIRST AMENDMENT GUARANTEES NON-
INTERFERENCE IN RELIGIOUS GROUPS’ 
GOVERNANCE AND STRUCTURE.
A.  Non-Interference Is A Central Feature 
Of Both Disestablishment And Free 
Exercise.
B.  This Court Repeatedly Has Applied 
The Non-Interference Principle.
II.  THE MINISTERIAL EXCEPTION ANALYSIS 
SHOULD FOCUS ON THE EMPLOYEE’S 
RELIGIOUS FUNCTIONS.
A.  The Ministerial Exception Should Be 
Based On A Functional Analysis 
Rather Than On A Rigid And 
Formulaic Approach.
B.  Courts Should Defer To A Religious 
Organization’s Sincere Belief That 
Duties Are Religiously Important","CONCLUSION 
For the foregoing reasons, the judgments of the 
Ninth Circuit should be reversed.  
Respectfully submitted, 
NATH",http://www.supremecourt.gov/DocketPDF/19/19-267/132528/20200210152615938_COGIC-OU%20Merits%20Amicus%20Brief%20TO%20FILE.pdf,True,Reverse,5.0,jh4392
scotus_filing_37482,"I. 
The Primary Purpose of the Ministerial 
Exception Is to Prevent Government 
Interference in Religious Affairs.
II. 
The Function-Based Inquiry Can Be 
Difficult to Apply in Cases Where the 
Importance of a Religious Function Is 
Contested.
III. 
The Challenge of Applying the Function-
Based Inquiry Is Particularly Acute in 
the Circumstances of Minority Religious 
Groups.
IV. 
The Approach That Protects Autonomy 
of Minority Religions Is Deference to a 
Religious Organization’s Determination 
of Whether Its Employee’s Religious 
Function Is Important.
V. 
The Ninth Circuit Was Incorrect to Hold 
That the Ministerial Exception Did Not 
Cover Respondents","CONCLUSION 
The Ninth Circuit’s approach in Biel and 
Morrissey-Berru is inconsistent with this Court’s 
decision in Hosanna-Tabor and the intent of the 
Religion Clauses of the First Amendment. This Court 
should reject that faulty approach and endorse that 
followed by the other circuits, which considers the 
function performed by the religious organization’s 
employee and whether that function is religiously 
important. To avoid impermissible interference in 
religious affairs, and to mitigate potential harm to 
minority religions, this Court should instruct courts to 
defer to the religious organization’s sincerely held 
belief regarding the importance of the religious 
function.",http://www.supremecourt.gov/DocketPDF/19/19-267/132512/20200210155343897_19-267%20and%2019-348%20tsacTorah%20Umesorah.pdf,True,Defer,5.0,jh4392
scotus_filing_38997,"I. This Court’s Intervention Is Necessary to Clarify the Strict Limits on Judicial Creation of ATS Causes of Action
II. Whether Jesner Permits ATS Liability for Domestic Corporations Is an Exceedingly Important Question That Has Divided the Lower Courts, and That the Ninth Circuit Decided Incorrectly
A. The Separation-of-Powers Holding of Jesner Forecloses Judicial Creation of Any ATS Cause of Action Against Domestic Corporations
B. The Additional Grounds Cited By the Jesner Plurality and Concurrences Also Preclude ATS Liability for Domestic Corporations","CONCLUSION 
For these reasons, the Petitions should be 
granted. 
 
OCTOBER 28, 2019 
  Respectfully submitted,",http://www.supremecourt.gov/DocketPDF/19/19-416/120539/20191028175509579_19-416%20and%2019-453%20tsac%20Chevron%20Corporation.pdf,True,Grant,4.0,jjl2245
scotus_filing_39030,"A. Congress, not the Judiciary, creates causes of action
B. Sosa cabins a federal court’s ability to create a cause of action under the ATS
C. Federal courts may not extend ATS liability to aiders and abettors","CONCLUSION 
 
The Ninth Circuit’s judgment should be re-
versed. 
 
Respectfully submitted, 
 
CORY L. ANDREWS 
   Counsel of Record 
CORBIN K. BARTHOLD 
WASHINGTON LEGAL 
   FOUNDATION 
2009 Mass. Ave., NW 
Washington, DC 20036 
(202) 588-0302 
September 8, 2020            candrews@wlf.org",http://www.supremecourt.gov/DocketPDF/19/19-416/153297/20200908113835216_WLF%20Nestle%20SCOTUS.pdf,True,Reverse,5.0,jjl2245
scotus_filing_39039,"I. The ATS does not authorize liability for domestic corporations
A. Separation-of-powers principles foreclose domestic-corporation liability
B. Foreign-policy considerations confirm that domestic corporations should not be held liable
C. Additional considerations counsel against domestic-corporation liability
II. Respondents fail to state a claim of domestic aiding and abetting
A. Aiding and abetting is not cognizable under the ATS
B. Respondents’ aiding-and-abetting claims are impermissibly extraterritorial","CONCLUSION 
The judgment of the court of appeals should be re-
versed. 
Respectfully submitted. 
MARIK A. STRING 
Acting Legal Adviser  
Department of State 
 
JEFFREY B. WALL 
Acting Solicitor General 
JEFFREY BOSSERT CLARK 
Acting Assistant Attorney 
General 
HASHIM M. MOOPPAN 
Counselor to the Solicitor 
General 
AUSTIN L. RAYNOR 
Assistant to the Solicitor 
General 
MELISSA N. PATTERSON 
DANA L. KAERSVANG 
JOSHUA M. K",http://www.supremecourt.gov/DocketPDF/19/19-416/153365/20200908144507659_19-416tsacUnitedStates.pdf,True,Reverse,5.0,jjl2245
scotus_filing_39040,"I. CONGRESS ENACTED THE ATS TO ADDRESS TORT CLAIMS BY ALIENS, WHICH, IF LEFT UNREDRESSED, MIGHT GIVE OTHER COUNTRIES “JUST CAUSE” FOR WAR
A. This Court Has Not Recognized A Cause Of Action Under The ATS For Conduct That Does Not Implicate An International Duty Of The United States.
B. The ATS Was Enacted To Address Only Law-Of-Nations Violations That “Threatened Serious Consequences” For The Diplomacy Or Security Of The United States.
C. Contrary To The Purpose Of The ATS, Recognizing A Cause Of Action Here Is More Likely To Cause Diplomatic Tensions Than To Avoid Them
II. PRIVATE CORPORATIONS CANNOT BE SUED UNDER THE ATS
A. Corporate Liability Under The ATS Requires, At A Minimum, Consensus Under International Law That Private Corporations Should Be Liable For Violations Of The Law Of Nations.
B. There Is No International Consensus That Private Corporations May Be Liable For Violations Of Customary International Law.
C. Isolated Examples Of Corporate Liability Do Not Establish A Consensus.","CONCLUSION 
The judgment of the Court of Appeals should be 
reversed. 
 
Respectfully submitted, 
 
SAMUEL ESTRE",http://www.supremecourt.gov/DocketPDF/19/19-416/153336/20200908132345115_19-416%2019-453%20Amicus%20Brief.pdf,True,Reverse,5.0,jjl2245
scotus_filing_39059,"I. Congress Recognized Aiding and Abetting as a Viable Mode of Liability In Enacting the TVPA, a Statute That Complements the Remedies Available Under the ATS
A. Congress Enacted the TVPA to Supplement, Not Restrict, the ATS
B. The TVPA Provides a Civil Remedy for Torture and Extrajudicial Killings Committed Abroad, Including Through Aiding and Abetting Liability.
II. Aiding and Abetting Liability Under the Alien Tort Statute Furthers Important U.S. Interests.","CONCLUSION 
For the foregoing reasons, and those put forth by 
the Respondents and other amici in support of 
Respondents, the judgment of the Ninth Circuit 
Court of Appeals should be upheld. 
 
Respectfully submitted,",http://www.supremecourt.gov/DocketPDF/19/19-416/158375/20201021125637549_19-416%20and%2019-453%20Center%20for%20Justice%20Amicus.pdf,True,Affirm,4.0,jjl2245
scotus_filing_39063,"I. CUSTOMARY INTERNATIONAL LAW PROHIBITS VIOLATIONS OF FUNDA- MENTAL HUMAN RIGHTS BUT DOES NOT PROVIDE THE MEANS OF ENFORCING THOSE NORMS
II. LIMITATIONS ON ENFORCEMENT MECHANISMS ARE NOT LIMITA- TIONS ON THE APPLICABILITY OF HUMAN RIGHTS NORMS THEM- SELVES
A. Limits on the jurisdiction of inter- national criminal tribunals are not limits on the norms themselves
B. Obligations in suppression conven- tions to prosecute or extradite natural persons do not imply that the norms enforced are limited to natural persons
C. Nations are free to enforce inter- national human rights norms by creating liability under domestic law
III. INTERNATIONAL LAW PERMITS A CAUSE OF ACTION AGAINST DOMESTIC CORPORATIONS
A. The proper question is whether the particular norms at issue distinguish between natural and juridical persons
B. Recognizing a cause of action against domestic corporations is consistent with customary international law limits on jurisdiction to prescribe","CONCLUSION 
The court of appeals in this case asked the correct 
question under international law: whether the cus-
tomary international law prohibition against slavery 
applies to corporations. Because the prohibition does, 
the United States is free to recognize a cause of action 
under the ATS against domestic corporations for  
violating that norm. The judgment of the court of  
appeals should be affirmed. 
 
Respectfully submitted. 
 
WI",http://www.supremecourt.gov/DocketPDF/19/19-416/158402/20201021145658638_19-416%2019-453bsacIntlLawScholars.pdf,True,Affirm,4.0,jjl2245
scotus_filing_39066,"I. This Administration’s Radical Departure From The Longstanding Executive Branch Reading Of The ATS Flouts The Settled Understanding Of All Three Branches Of The Federal Government.
A. For several decades, the Executive Branch has taken the view that federal courts have original jurisdiction over civil actions for torts committed in violation of the law of nations, without exempting torts committed by U.S. corporations
B. This Administration’s new claim that U.S. corporate liability is “a question for Congress” ignores that Congress has already decided that U.S. corporations may be held liable for supporting human trafficking, slavery, and forced labor
C. Consistent judicial precedent reinforces the longstanding statutory interpretation that U.S. corporations are not immune from civil liability under the ATS.
II. Rewriting The Statute To Add A Categorical Bar To U.S. Corporate Liability Would Undermine U.S. Foreign Policy
A. Categorically barring U.S. corporate liability under the ATS would undermine congressional and executive actions to promote U.S. corporate leadership on human rights and forced labor. 
B. Domestic corporate liability under the ATS comports with the U.S. government’s broad foreign policy goals of promoting good corporate behavior abroad by U.S. actors
C. There is no need for a categorical bar on ATS liability for domestic corporations because judicial tools of civil procedure can effectively eliminate frivolous claims.","CONCLUSION 
For the foregoing reasons, amici urge the Court to 
rule in favor of the respondents, and to reject the 
United States government’s radical request to cate-
gorically bar U.S. corporate liability under the Alien 
Tort Statute.",http://www.supremecourt.gov/DocketPDF/19/19-416/158360/20201021121655062_19-416%2019-453%20Former%20Government%20Officials%20Nestle%20v%20Doe%20Amicus%20Brief%20.pdf,True,Deny,5.0,jjl2245
scotus_filing_39080,"I. Combating Trafficking Around the Globe is a Top Congressional Priority Pursued Through Broad and Multifaceted Efforts
A. Congress spent years studying and developing a response to the global scourge of human trafficking
B. Congress carried out its antitrafficking policy through the numerous mutually reinforcing provisions of the Trafficking Victims Protection Act of 2000 and its subsequent reauthorizations and amendments.
C. The TVPRA authorizes civil actions similar to the claims brought by the Malian children in this case
II. The TVPRA is the Proper Guidepost for Assessing Congressional Choices. ","CONCLUSION 
United States courts are an appropriate forum to 
hear claims that United States citizens, whether 
individuals or corporations, have aided and abetted 
child slavery. Such conduct is no less horrendous and 
no less deserving of redress when the enslaved 
children are forced to labor outside our shores. 
 
 
Respectfully submitted. 
 
6 Not surprisingly given the TVPRA’s textual clarity on this 
matter, lower courts have routinely heard civil actions against 
corporate defendants under the TVPRA. Indeed, 66% of the 
lawsuits trafficking victims have filed under the TVPRA have 
named corporate or organizational defendants. See Alexander F. 
Levy, Federal Human Trafficking Civil Litigation: 15 Years of 
the Private Right of Action, Human Trafficking Legal Center 18 
fig. 12 (2018).",http://www.supremecourt.gov/DocketPDF/19/19-416/158424/20201021160124032_40229%20pdf%20Jacques.pdf,True,Other,1.0,jjl2245
